date,FIAT,VOLKSWAGEN,GENERAL MOTORS,FORD,RENAULT,TOYOTA,HYUNDAI,HONDA,NISSAN,MERCEDES-BENZ
2006/4/28,2200,1972,2385,1089,324,345,27,264,35,192
2006/4/29,41,27,44,22,9,11,0,6,0,1
2006/4/30,0,0,0,0,0,0,0,0,0,0
2006/5/1,4,6,6,2,3,0,0,0,0,0
2006/5/2,1013,1296,902,453,124,178,16,171,12,156
2006/5/3,1797,1694,1330,742,178,312,16,333,28,129
2006/5/4,1774,1535,1482,815,194,292,21,361,26,166
2006/5/5,1877,1648,1555,917,232,336,28,417,34,161
2006/5/6,90,78,48,43,11,10,3,7,0,6
2006/5/7,0,0,0,0,0,0,0,0,0,0
2006/5/8,1089,1152,1120,487,195,167,7,166,14,85
2006/5/9,1634,1661,1627,761,209,242,23,340,20,136
2006/5/10,1628,1648,2118,915,239,272,21,325,28,173
2006/5/11,2226,1843,1827,1051,260,300,29,302,23,184
2006/5/12,1756,1752,1728,956,227,277,26,371,38,198
2006/5/13,45,39,29,41,7,8,0,8,2,2
2006/5/14,0,0,1,2,0,0,0,0,0,0
2006/5/15,1371,1310,1326,673,166,254,18,282,24,197
2006/5/16,1574,1524,1284,795,160,211,14,260,24,160
2006/5/17,1684,1483,1533,838,195,277,24,337,30,190
2006/5/18,1708,1607,1801,881,225,307,31,368,23,182
2006/5/19,1682,1661,1649,925,212,242,25,322,15,159
2006/5/20,22,15,8,14,2,2,0,2,0,2
2006/5/21,2,0,0,0,0,0,0,0,0,0
2006/5/22,1468,1245,1212,669,153,243,17,228,16,140
2006/5/23,1678,1535,1524,775,184,242,18,254,18,138
2006/5/24,1756,1642,1814,883,184,269,16,330,21,160
2006/5/25,1936,1679,1896,1055,207,303,19,415,28,124
2006/5/26,2096,1612,1823,976,231,240,18,367,16,162
2006/5/27,51,36,30,15,4,5,0,3,0,2
2006/5/28,1,0,1,0,0,0,0,0,0,0
2006/5/29,1673,1394,1449,718,188,245,16,275,31,198
2006/5/30,2157,1659,2434,910,183,243,17,425,22,137
2006/5/31,2660,1964,3560,1036,212,321,18,483,24,165
2006/6/1,2145,1623,1201,794,208,313,8,344,20,162
2006/6/2,1777,1655,1316,901,201,331,29,312,23,134
2006/6/3,47,44,17,36,6,7,1,3,0,1
2006/6/4,0,0,0,0,0,0,0,0,0,0
2006/6/5,1429,1456,1368,648,154,208,30,288,18,138
2006/6/6,1952,1552,1512,838,154,266,25,286,11,136
2006/6/7,1649,1685,1742,834,318,307,24,340,14,148
2006/6/8,2243,1612,1993,916,213,260,14,339,24,147
2006/6/9,1959,1808,1829,859,212,316,17,317,20,150
2006/6/10,29,44,21,23,8,13,0,7,0,2
2006/6/11,0,2,2,3,0,0,0,0,0,0
2006/6/12,1476,1424,1330,672,142,221,18,249,19,143
2006/6/13,1090,1244,1158,504,129,164,16,234,11,115
2006/6/14,2037,1807,1760,843,218,228,13,345,34,142
2006/6/15,37,56,28,11,3,9,0,8,2,16
2006/6/16,1255,1212,1186,676,137,169,15,187,15,139
2006/6/17,26,16,17,12,2,3,0,2,0,0
2006/6/18,0,0,0,0,0,0,0,0,0,0
2006/6/19,1524,1389,1483,668,146,198,19,233,20,151
2006/6/20,1870,1693,1902,766,186,229,18,292,30,147
2006/6/21,2158,1788,1709,849,229,260,24,330,22,209
2006/6/22,1287,1233,1126,592,139,172,20,181,19,94
2006/6/23,1681,1513,1399,680,178,228,16,228,23,161
2006/6/24,21,32,18,20,4,2,1,1,0,1
2006/6/25,1,1,2,1,0,0,0,0,0,0
2006/6/26,1758,1599,1131,688,168,186,16,227,15,172
2006/6/27,852,741,793,409,108,141,15,134,5,61
2006/6/28,2080,1972,2041,969,190,301,19,325,14,203
2006/6/29,2017,1733,1922,842,209,267,26,328,16,166
2006/6/30,2155,1867,2391,1128,229,300,20,273,98,123
2006/7/1,44,27,22,25,10,3,0,8,0,1
2006/7/2,0,0,0,0,1,0,0,0,0,0
2006/7/3,1669,1406,1170,659,155,211,23,177,15,134
2006/7/4,1922,1661,1198,733,169,332,25,205,21,130
2006/7/5,2221,1601,1752,827,171,284,18,231,22,158
2006/7/6,2080,1754,1490,913,223,310,15,220,23,145
2006/7/7,1997,1746,1511,938,203,297,21,244,22,145
2006/7/8,47,23,19,22,3,6,0,8,1,0
2006/7/9,3,0,1,0,0,0,0,0,0,0
2006/7/10,1351,1354,1459,673,129,217,16,188,15,141
2006/7/11,1934,1601,1388,847,206,213,20,305,29,178
2006/7/12,1827,1898,1656,1016,174,256,23,408,24,150
2006/7/13,2252,1736,1717,1078,239,284,24,443,24,194
2006/7/14,1923,1957,1788,1172,216,327,21,379,34,142
2006/7/15,33,26,33,22,4,3,0,4,1,11
2006/7/16,2,0,0,1,0,0,0,0,0,0
2006/7/17,1661,1255,1512,805,150,197,13,284,13,128
2006/7/18,1853,1701,1657,975,194,295,14,317,15,137
2006/7/19,2424,1700,2016,1142,206,279,16,329,19,208
2006/7/20,1876,2076,2060,1137,269,272,22,309,25,159
2006/7/21,2104,1843,1665,1235,283,300,16,263,15,205
2006/7/22,29,24,17,28,3,5,0,5,0,1
2006/7/23,2,0,1,0,0,0,0,0,0,0
2006/7/24,1480,1586,1153,831,174,199,13,203,16,113
2006/7/25,2006,1762,1473,975,189,273,21,192,15,137
2006/7/26,1845,2004,1733,1022,253,293,20,230,19,151
2006/7/27,2182,2245,1894,1079,327,362,22,248,22,189
2006/7/28,2081,2125,2151,1103,266,302,29,237,20,165
2006/7/29,30,16,45,19,6,1,0,5,0,1
2006/7/30,1,0,0,1,0,0,0,1,0,0
2006/7/31,1953,1782,2847,1023,223,290,16,233,12,141
2006/8/1,1706,1475,1132,798,163,264,18,223,16,116
2006/8/2,1946,1938,1238,987,228,303,16,299,19,123
2006/8/3,1884,1788,1381,1113,218,412,18,266,28,164
2006/8/4,1901,1925,1238,1007,243,351,15,245,20,166
2006/8/5,41,36,25,18,5,4,0,7,0,0
2006/8/6,4,1,3,8,0,3,0,0,0,0
2006/8/7,1541,1520,1349,861,178,251,17,194,19,155
2006/8/8,1870,1802,1402,933,205,294,20,256,19,177
2006/8/9,1983,1844,1585,875,218,358,35,245,19,127
2006/8/10,1921,1794,1774,1002,185,416,23,297,31,176
2006/8/11,2317,1944,1450,1010,202,379,32,281,35,182
2006/8/12,21,19,17,15,4,7,0,1,0,0
2006/8/13,0,0,1,0,0,0,0,0,0,0
2006/8/14,1442,1512,1148,654,147,269,20,198,12,192
2006/8/15,1448,1429,1078,695,211,285,13,287,21,130
2006/8/16,1771,1608,1390,766,173,346,17,296,18,189
2006/8/17,1911,1647,1459,759,184,380,30,320,22,215
2006/8/18,2055,1782,1810,963,211,389,39,324,30,207
2006/8/19,48,53,34,23,3,6,1,7,0,2
2006/8/20,0,1,0,0,0,0,0,0,0,3
2006/8/21,1615,1470,1316,634,176,241,15,237,23,159
2006/8/22,1960,1670,1652,810,171,282,26,319,19,150
2006/8/23,2258,1615,1648,858,203,283,22,330,18,150
2006/8/24,2377,1795,1705,923,195,371,36,353,27,160
2006/8/25,2139,1941,1680,900,230,362,29,373,21,149
2006/8/26,74,73,24,38,9,9,1,9,1,2
2006/8/27,0,1,0,0,0,0,0,0,0,0
2006/8/28,2096,1375,1354,705,135,282,28,272,14,123
2006/8/29,2084,1730,1839,938,182,284,19,385,19,159
2006/8/30,2239,2203,2343,1035,246,304,26,410,24,139
2006/8/31,2466,1846,2444,1102,222,316,27,473,28,182
2006/9/1,2342,2012,1588,952,217,387,22,327,22,205
2006/9/2,58,51,13,22,10,2,0,8,0,0
2006/9/3,11,0,7,0,0,1,0,0,0,0
2006/9/4,1493,1368,1148,664,139,253,18,238,15,131
2006/9/5,1917,1856,1606,1082,243,407,24,393,16,167
2006/9/6,2128,2061,1807,1119,259,406,33,348,30,196
2006/9/7,1,0,0,0,0,0,0,0,0,0
2006/9/8,585,648,844,392,68,123,12,124,11,50
2006/9/9,21,4,16,3,1,2,0,0,0,1
2006/9/10,0,0,0,0,0,0,0,0,0,0
2006/9/11,1516,1342,1507,721,160,220,19,221,22,147
2006/9/12,2039,1839,1817,862,166,255,27,255,21,187
2006/9/13,2343,1771,1697,918,213,274,28,271,11,218
2006/9/14,2241,1669,1594,894,214,285,33,282,23,188
2006/9/15,2178,1616,1508,961,199,277,31,248,18,202
2006/9/16,49,29,23,19,3,6,0,6,0,1
2006/9/17,0,0,1,0,0,0,0,0,0,0
2006/9/18,1712,1285,1268,639,149,216,32,154,25,156
2006/9/19,2146,1580,1662,803,175,265,23,230,24,148
2006/9/20,2006,1511,1942,907,195,298,28,225,26,185
2006/9/21,2094,1761,1751,996,323,335,38,218,26,219
2006/9/22,2308,1801,2194,1026,252,332,31,255,22,213
2006/9/23,43,27,39,15,5,5,0,2,0,4
2006/9/24,0,0,0,0,0,0,0,0,0,0
2006/9/25,1735,1324,1509,809,175,232,27,188,21,144
2006/9/26,1837,1726,1698,918,263,307,18,292,19,112
2006/9/27,2292,1643,2365,1057,257,383,27,321,26,211
2006/9/28,2367,1907,2853,1087,303,361,27,382,17,140
2006/9/29,2430,1820,2765,1273,337,396,36,392,35,247
2006/9/30,40,22,30,17,6,5,1,6,0,1
2006/10/1,1,9,4,0,0,0,0,0,1,2
2006/10/2,1520,1305,1130,734,184,223,13,187,13,145
2006/10/3,1872,1555,1271,917,261,329,27,292,19,187
2006/10/4,2307,1707,1392,958,287,346,16,283,25,174
2006/10/5,1996,1810,1510,957,273,371,22,269,29,152
2006/10/6,2088,1721,1447,1013,248,362,41,262,24,164
2006/10/7,60,56,39,34,6,5,0,8,1,5
2006/10/8,0,0,0,1,0,0,0,0,0,0
2006/10/9,1936,1538,1370,873,179,258,30,229,26,127
2006/10/10,2285,1931,1893,979,258,303,30,283,37,154
2006/10/11,2829,2626,1812,1178,357,384,32,343,38,186
2006/10/12,0,2,0,0,0,0,0,0,0,0
2006/10/13,840,845,726,473,85,131,14,140,6,44
2006/10/14,49,52,30,13,3,5,0,4,0,0
2006/10/15,0,0,0,0,0,0,0,0,0,0
2006/10/16,1869,1630,1180,728,242,223,15,244,18,106
2006/10/17,3051,2170,1789,1096,283,310,26,335,25,171
2006/10/18,2270,2104,1689,969,228,365,30,305,26,151
2006/10/19,2343,2000,1690,960,253,345,24,321,30,287
2006/10/20,2171,1964,1668,965,254,296,28,249,23,230
2006/10/21,70,51,25,22,9,13,0,11,1,4
2006/10/22,0,0,2,1,0,0,0,0,0,0
2006/10/23,1645,1575,1234,712,137,236,21,189,20,176
2006/10/24,1980,1707,1648,937,176,318,36,275,12,140
2006/10/25,2138,2090,1874,1169,246,293,25,242,18,139
2006/10/26,2438,2053,1978,1188,213,385,24,400,23,174
2006/10/27,2778,2056,1940,1257,281,348,25,329,27,194
2006/10/28,8,5,12,10,0,0,0,0,0,3
2006/10/29,0,0,2,0,0,0,0,0,0,0
2006/10/30,2469,1679,1537,1008,180,271,20,248,13,164
2006/10/31,2887,2448,3286,1498,286,514,32,497,24,145
2006/11/1,2555,2265,1543,1135,276,487,51,331,23,249
2006/11/2,3,1,0,0,0,0,0,0,0,0
2006/11/3,810,865,654,543,97,197,14,167,7,83
2006/11/4,50,38,16,14,3,4,0,4,0,1
2006/11/5,0,0,0,0,0,0,0,0,0,0
2006/11/6,1879,1564,1174,836,159,276,12,247,39,173
2006/11/7,2655,2344,1902,1077,258,358,30,345,50,179
2006/11/8,2391,2175,1973,1067,274,365,32,296,34,153
2006/11/9,2336,2134,1876,995,236,336,30,330,22,243
2006/11/10,2062,2191,1963,1103,218,415,29,318,20,196
2006/11/11,77,97,33,28,5,3,0,3,0,1
2006/11/12,1,0,0,0,0,0,0,0,0,0
2006/11/13,1620,1691,1429,729,151,256,25,208,6,224
2006/11/14,2094,1992,1798,945,256,336,19,239,23,199
2006/11/15,14,8,3,8,0,5,0,0,0,3
2006/11/16,2128,2117,2051,953,187,319,25,296,21,211
2006/11/17,2499,2160,2199,1000,212,367,32,316,22,192
2006/11/18,44,59,29,26,12,3,0,13,0,0
2006/11/19,1,0,0,0,0,0,0,0,0,0
2006/11/20,1540,1386,1282,681,166,176,9,130,11,103
2006/11/21,2014,2168,2263,1137,191,331,21,314,24,154
2006/11/22,2124,2270,2019,1124,212,328,34,279,32,286
2006/11/23,3040,2457,2202,1239,236,446,31,356,30,213
2006/11/24,2260,2420,2951,1312,324,402,41,308,29,234
2006/11/25,80,61,44,33,5,4,0,5,1,6
2006/11/26,0,5,2,2,0,0,0,0,0,0
2006/11/27,1932,1564,1596,864,183,257,19,207,12,141
2006/11/28,3026,2288,2221,1159,223,346,31,360,30,249
2006/11/29,2739,2356,3164,1145,287,439,24,413,23,202
2006/11/30,2867,2567,3499,1375,290,522,33,556,30,160
2006/12/1,1663,1391,921,612,131,231,9,145,9,149
2006/12/2,74,71,27,32,6,6,1,4,0,9
2006/12/3,1,0,1,0,0,0,0,0,0,0
2006/12/4,1865,1975,1386,917,181,362,33,298,27,140
2006/12/5,2763,2285,1690,1160,302,445,22,358,29,138
2006/12/6,2450,2352,1895,1110,331,343,29,385,22,200
2006/12/7,2521,2672,2263,1147,295,477,36,347,40,190
2006/12/8,1494,1642,1564,846,231,273,43,243,22,111
2006/12/9,53,56,59,45,17,6,0,9,1,2
2006/12/10,0,0,0,0,0,0,0,0,0,0
2006/12/11,1875,1890,2325,896,236,276,16,245,23,173
2006/12/12,2839,2371,2425,1052,250,408,37,321,32,181
2006/12/13,2419,2551,2297,1148,280,381,32,336,33,181
2006/12/14,2409,2761,2408,1166,284,406,26,281,45,243
2006/12/15,2625,2694,2649,1291,346,420,42,398,42,331
2006/12/16,51,53,21,11,3,2,0,4,3,0
2006/12/17,0,0,0,0,0,0,0,0,0,0
2006/12/18,2181,2167,2029,958,223,298,30,280,32,130
2006/12/19,2658,2252,2441,1039,230,417,34,411,30,207
2006/12/20,3008,4581,3284,1425,360,520,41,484,45,195
2006/12/21,2866,3030,2969,1581,617,484,51,511,38,248
2006/12/22,3204,2807,2582,1406,317,470,52,435,43,181
2006/12/23,109,58,61,30,5,18,2,13,1,0
2006/12/24,0,0,0,0,0,0,0,0,0,0
2006/12/25,0,0,0,0,0,0,0,0,0,0
2006/12/26,1931,1871,1782,926,186,255,23,205,28,135
2006/12/27,2430,2688,2628,1338,295,469,35,487,41,232
2006/12/28,3207,3266,3524,1799,368,512,37,537,52,157
2006/12/29,1092,1450,1167,688,122,115,11,139,19,98
2006/12/30,16,5,5,3,0,0,0,6,0,0
2006/12/31,14,17,19,16,2,2,0,0,4,0
2007/1/1,0,0,0,0,0,0,0,0,0,0
2007/1/2,768,793,603,391,81,125,7,116,12,54
2007/1/3,1632,1844,1142,909,272,228,30,220,25,119
2007/1/4,1914,1896,1435,1057,231,273,29,230,42,167
2007/1/5,1738,1891,1577,1088,268,259,34,158,43,146
2007/1/6,82,55,31,32,9,3,0,1,0,3
2007/1/7,1,3,0,0,0,0,0,0,0,0
2007/1/8,1350,1575,1222,851,216,247,24,133,34,111
2007/1/9,1515,1739,1410,1008,239,245,23,137,31,128
2007/1/10,1550,1802,1534,985,254,249,23,166,32,149
2007/1/11,1623,1883,1456,1061,251,250,30,126,28,156
2007/1/12,1554,1759,1370,1186,272,246,36,130,37,118
2007/1/13,38,44,26,28,7,1,0,1,0,2
2007/1/14,1,2,0,0,0,0,0,0,0,0
2007/1/15,1178,1523,952,730,182,190,30,93,16,92
2007/1/16,1528,1726,1270,958,162,197,35,122,25,191
2007/1/17,1588,1814,1244,983,269,253,20,121,23,144
2007/1/18,1696,2023,1398,1036,216,288,33,120,29,154
2007/1/19,1851,1867,1343,1027,217,216,32,115,32,194
2007/1/20,15,13,14,10,2,1,0,0,0,2
2007/1/21,1,0,0,1,0,0,0,0,0,0
2007/1/22,1469,1361,999,750,173,148,20,101,25,115
2007/1/23,1651,1680,1381,891,165,222,33,125,30,112
2007/1/24,1843,1850,1413,882,212,235,25,175,22,142
2007/1/25,1554,1565,1130,754,177,146,21,107,24,108
2007/1/26,2037,1872,1407,1022,234,235,29,149,20,151
2007/1/27,40,33,28,35,8,2,0,4,0,1
2007/1/28,0,0,0,0,0,0,0,0,0,0
2007/1/29,1682,1544,1151,776,230,179,22,160,31,115
2007/1/30,1982,1821,1427,1085,257,199,27,223,34,188
2007/1/31,2106,2130,1646,1099,316,220,18,228,25,150
2007/2/1,1808,1901,1406,947,234,202,39,197,14,131
2007/2/2,1829,1877,1344,908,242,220,32,135,16,156
2007/2/3,34,40,30,25,9,3,1,1,1,2
2007/2/4,0,0,0,0,0,0,0,0,0,0
2007/2/5,1544,1494,1094,776,159,124,20,129,21,145
2007/2/6,2036,1895,1658,983,204,218,31,158,24,229
2007/2/7,1894,1912,1475,1031,232,198,24,380,17,174
2007/2/8,2255,2013,1828,1120,278,241,38,288,24,142
2007/2/9,2232,2032,1824,1097,319,220,46,266,16,143
2007/2/10,61,69,41,40,10,6,0,3,0,1
2007/2/11,0,0,1,0,0,0,0,0,0,0
2007/2/12,2045,1814,1501,853,203,176,28,213,18,105
2007/2/13,2206,2287,1909,994,233,235,36,319,22,234
2007/2/14,2403,2282,1963,1173,298,295,33,342,17,150
2007/2/15,2646,2419,2166,1121,275,307,46,369,34,171
2007/2/16,2348,2310,2069,1238,336,320,64,364,26,144
2007/2/17,1,5,3,1,0,0,0,0,0,0
2007/2/18,0,0,0,0,0,0,0,0,0,0
2007/2/19,2,4,4,1,0,0,0,0,0,1
2007/2/20,1,1,0,0,0,0,0,0,0,0
2007/2/21,317,382,321,195,61,58,10,49,2,32
2007/2/22,1807,1864,1619,764,197,204,27,234,9,216
2007/2/23,2021,2129,1950,858,217,245,36,258,23,163
2007/2/24,24,31,32,10,5,4,0,3,1,0
2007/2/25,0,0,0,0,0,0,0,0,0,0
2007/2/26,1967,1806,1806,830,194,259,27,207,30,170
2007/2/27,2159,2062,1882,1003,225,308,38,277,37,150
2007/2/28,2608,2305,2261,1196,362,346,51,387,18,193
2007/3/1,1897,1879,1490,871,307,298,33,296,32,104
2007/3/2,2375,2006,1528,867,279,349,33,322,20,131
2007/3/3,25,83,33,18,30,2,0,3,0,1
2007/3/4,1,1,0,1,0,0,0,0,0,1
2007/3/5,1753,1638,1152,662,166,243,31,213,31,128
2007/3/6,2077,1971,1459,813,199,322,36,305,17,163
2007/3/7,1897,1907,1523,877,268,301,39,273,22,162
2007/3/8,2229,1982,1647,870,203,296,44,286,30,268
2007/3/9,2026,1829,1682,943,246,321,48,269,12,178
2007/3/10,29,40,33,21,8,3,0,2,0,6
2007/3/11,0,0,0,0,0,0,0,0,0,0
2007/3/12,1526,1520,1655,649,151,249,47,247,13,105
2007/3/13,2078,2138,1656,895,238,301,41,273,20,168
2007/3/14,2160,2136,1923,963,233,276,43,361,21,164
2007/3/15,2104,2061,1979,1172,228,318,42,296,14,224
2007/3/16,2169,2251,1880,1159,291,320,36,335,25,243
2007/3/17,32,44,51,29,9,2,1,1,0,1
2007/3/18,0,0,0,0,0,0,0,0,0,0
2007/3/19,1654,1484,1427,798,170,218,33,206,23,94
2007/3/20,2129,2112,1912,950,186,289,49,324,16,104
2007/3/21,2143,2322,1930,1058,238,293,52,327,25,163
2007/3/22,2241,2174,1812,1215,251,298,61,320,45,174
2007/3/23,2292,2155,1854,1111,295,296,49,266,31,198
2007/3/24,54,66,52,41,9,15,1,2,4,14
2007/3/25,2,0,0,0,0,1,0,0,0,0
2007/3/26,1821,1887,1705,872,231,225,35,229,32,162
2007/3/27,2387,2197,2093,1080,210,297,45,298,25,148
2007/3/28,2290,2202,2266,1100,261,352,52,371,26,185
2007/3/29,2556,2249,2639,1273,289,274,39,445,33,156
2007/3/30,2723,2420,3258,1379,268,383,47,515,69,158
2007/3/31,167,313,259,85,7,27,7,25,2,3
2007/4/1,0,0,0,0,0,0,0,0,0,0
2007/4/2,1747,1568,1299,727,237,255,28,278,33,139
2007/4/3,2294,2320,1885,1081,333,359,48,395,41,167
2007/4/4,2734,2604,2116,1328,369,441,56,455,66,237
2007/4/5,943,1063,968,640,143,190,51,237,24,86
2007/4/6,1,0,0,1,0,0,0,0,0,1
2007/4/7,1,1,0,0,0,0,0,0,0,0
2007/4/8,0,1,0,1,0,0,0,0,0,0
2007/4/9,1746,1665,1392,856,218,267,31,258,46,161
2007/4/10,2191,2165,1934,1081,231,284,37,250,28,161
2007/4/11,2269,2230,1923,1014,388,276,53,304,53,224
2007/4/12,2221,2427,1806,1112,306,322,46,414,61,264
2007/4/13,2316,2348,1783,1175,270,336,52,330,56,212
2007/4/14,98,90,71,29,7,11,2,7,1,6
2007/4/15,0,0,0,0,0,0,0,0,0,0
2007/4/16,1699,1767,1543,803,221,235,45,225,58,179
2007/4/17,2063,2095,1934,1039,266,267,41,355,19,158
2007/4/18,2366,2564,2266,1238,327,352,59,348,37,148
2007/4/19,2527,2515,2150,1184,379,311,64,447,43,190
2007/4/20,2167,2473,2215,1270,408,333,57,406,52,180
2007/4/21,5,1,1,0,0,0,0,0,0,0
2007/4/22,5,2,1,3,0,0,0,0,0,0
2007/4/23,1762,1671,1380,862,294,214,41,190,21,146
2007/4/24,2012,2103,1649,959,391,279,34,298,45,172
2007/4/25,2260,2408,2226,1089,357,396,53,387,46,206
2007/4/26,2421,2672,2605,1248,402,415,58,363,42,191
2007/4/27,2728,2710,3105,1436,404,447,71,469,61,217
2007/4/28,95,91,75,56,25,10,0,13,3,4
2007/4/29,0,1,1,1,0,0,0,0,0,0
2007/4/30,619,600,829,372,105,133,5,86,17,52
2007/5/1,0,0,1,0,0,0,0,0,0,0
2007/5/2,2021,2177,1462,931,254,310,42,304,26,172
2007/5/3,2868,2784,1875,1286,334,441,75,426,43,210
2007/5/4,2551,2896,1828,1389,447,387,62,457,51,172
2007/5/5,91,66,42,45,5,3,1,2,1,2
2007/5/6,2,0,0,0,0,0,0,0,0,0
2007/5/7,1992,1980,1747,906,253,219,51,293,29,175
2007/5/8,2482,2319,1861,1206,236,315,56,351,40,236
2007/5/9,2670,2103,1948,1180,342,309,58,299,55,196
2007/5/10,2419,2303,2154,1221,272,374,58,341,58,240
2007/5/11,2636,2348,1599,1176,262,284,71,313,45,244
2007/5/12,43,59,21,39,5,3,0,2,1,2
2007/5/13,0,0,0,1,0,0,0,0,0,0
2007/5/14,2123,1725,1259,844,177,184,37,217,51,139
2007/5/15,2333,1964,1509,991,219,237,45,306,51,185
2007/5/16,2272,1932,1845,1018,218,208,51,338,43,180
2007/5/17,2455,2339,1745,1023,253,214,63,364,59,185
2007/5/18,2345,2326,1652,1056,197,257,51,378,62,206
2007/5/19,56,53,25,22,5,2,1,6,0,14
2007/5/20,4,0,1,0,0,0,0,0,0,1
2007/5/21,1732,1686,1395,799,157,130,40,264,28,149
2007/5/22,2109,2245,1511,1002,206,179,44,300,33,150
2007/5/23,2464,2102,1793,1098,185,219,71,385,38,172
2007/5/24,2407,2077,1706,1112,208,214,60,408,47,229
2007/5/25,2590,2258,1879,1288,199,280,64,350,48,251
2007/5/26,68,70,37,32,7,1,0,3,1,4
2007/5/27,1,0,0,0,0,0,0,0,0,0
2007/5/28,1942,1752,1622,935,259,201,49,274,23,132
2007/5/29,2769,2104,2204,1088,217,325,57,412,40,171
2007/5/30,2731,2383,2869,1168,243,255,65,453,30,193
2007/5/31,3525,2548,3682,1451,244,308,60,569,43,225
2007/6/1,2446,2296,1489,1123,219,321,77,299,37,216
2007/6/2,46,67,30,30,6,2,0,6,0,7
2007/6/3,0,0,0,0,0,0,0,0,0,2
2007/6/4,2167,1803,1378,892,202,227,52,294,29,187
2007/6/5,2454,2823,1983,1045,242,266,53,388,46,210
2007/6/6,3230,2519,2355,1226,244,358,82,482,33,238
2007/6/7,33,47,12,9,2,6,0,9,2,5
2007/6/8,646,819,526,361,80,83,7,51,8,68
2007/6/9,22,29,18,12,2,4,0,2,0,0
2007/6/10,0,0,0,0,0,0,0,0,0,0
2007/6/11,2484,2017,2018,987,168,214,51,348,27,262
2007/6/12,2647,2380,2334,1179,242,270,87,438,36,243
2007/6/13,2677,2371,1874,1095,223,299,54,414,48,202
2007/6/14,2816,2599,1703,1181,276,219,56,402,52,191
2007/6/15,2950,2128,1730,1016,185,255,61,385,51,227
2007/6/16,61,53,36,26,4,9,0,5,0,22
2007/6/17,2,1,0,0,0,0,0,0,0,0
2007/6/18,2303,1668,1459,811,164,203,49,326,30,212
2007/6/19,2518,2281,1929,1053,221,250,64,347,43,197
2007/6/20,2484,2014,2166,1038,246,271,44,385,70,180
2007/6/21,2841,2319,2032,1194,295,265,56,415,52,241
2007/6/22,2613,2230,1861,1120,240,266,58,342,51,227
2007/6/23,54,40,23,25,4,2,0,3,2,12
2007/6/24,0,0,0,0,0,0,0,0,0,0
2007/6/25,2508,1881,1654,873,272,230,59,273,58,190
2007/6/26,2445,2204,2032,1015,212,273,59,396,40,181
2007/6/27,2995,2610,2425,1175,211,353,55,480,41,231
2007/6/28,2760,2849,2691,1309,297,324,68,495,61,230
2007/6/29,3328,2660,3917,1324,322,332,95,547,54,212
2007/6/30,61,39,52,33,7,5,1,8,1,2
2007/7/1,0,0,0,0,0,0,0,0,0,0
2007/7/2,1699,1550,1131,689,403,224,48,250,26,223
2007/7/3,2576,2095,1392,1075,226,340,57,385,25,178
2007/7/4,2502,2727,1790,984,287,317,91,395,39,319
2007/7/5,2491,2593,2009,1157,261,257,101,471,46,238
2007/7/6,2723,2456,1967,1142,320,273,92,430,46,248
2007/7/7,39,51,24,28,4,1,1,10,0,10
2007/7/8,0,0,0,0,0,0,0,0,0,0
2007/7/9,1723,1623,1418,519,142,134,24,160,80,111
2007/7/10,2195,2244,1866,981,224,235,54,290,43,223
2007/7/11,2457,2481,2035,1071,212,266,44,355,42,221
2007/7/12,2715,2401,1697,1115,207,275,77,480,30,183
2007/7/13,2529,2587,2112,1123,201,300,60,357,26,199
2007/7/14,83,62,31,43,6,9,2,4,0,3
2007/7/15,0,0,2,0,0,0,0,0,0,0
2007/7/16,1953,2089,1519,737,193,203,52,274,117,148
2007/7/17,2594,2469,2064,938,200,251,53,367,50,206
2007/7/18,2629,2636,2005,1055,274,341,68,360,61,255
2007/7/19,2652,2514,2001,1008,268,285,68,342,46,236
2007/7/20,2546,2623,2301,1139,237,298,78,306,37,228
2007/7/21,57,44,39,19,3,5,1,3,2,1
2007/7/22,0,22,9,2,0,0,0,7,0,0
2007/7/23,2363,2036,1619,744,201,236,57,210,31,115
2007/7/24,2650,2680,2127,1037,252,304,69,292,38,244
2007/7/25,2767,2546,2431,1087,234,286,66,309,41,205
2007/7/26,2574,2425,2043,1039,267,327,65,257,39,212
2007/7/27,2971,2925,2766,1207,289,319,75,224,38,217
2007/7/28,104,83,57,41,7,5,0,5,0,2
2007/7/29,0,0,2,0,0,0,0,0,0,0
2007/7/30,2083,2031,1949,902,241,257,57,164,32,168
2007/7/31,2858,2991,4303,1306,244,330,60,260,44,167
2007/8/1,2248,2215,1877,1040,314,319,67,184,30,210
2007/8/2,2556,2535,1731,1061,251,344,87,187,41,183
2007/8/3,2707,2587,2250,1191,337,317,65,200,46,231
2007/8/4,50,48,40,34,18,4,1,4,0,12
2007/8/5,6,9,2,2,0,0,0,0,0,0
2007/8/6,1916,1898,1397,821,218,226,52,151,16,144
2007/8/7,2361,2511,2131,1071,312,276,69,179,37,204
2007/8/8,2471,2448,2398,1046,323,273,62,189,56,171
2007/8/9,2785,2609,2242,1030,338,240,81,224,40,242
2007/8/10,2719,2399,2409,974,298,285,77,200,39,220
2007/8/11,115,57,50,29,13,6,1,1,1,0
2007/8/12,4,1,4,1,1,0,0,0,0,0
2007/8/13,1816,1661,1335,849,237,207,60,162,43,188
2007/8/14,2528,2601,1972,1051,318,251,97,311,44,210
