date,FIAT,VOLKSWAGEN,GENERAL MOTORS,FORD,RENAULT,TOYOTA,HYUNDAI,HONDA,NISSAN,MERCEDES-BENZ
2005/1/3,812,831,237,449,74,68,0,85,23,66
2005/1/4,1210,1333,365,724,144,177,1,188,40,129
2005/1/5,1128,2031,377,827,201,149,4,198,42,121
2005/1/6,1438,1679,578,823,209,159,1,200,50,178
2005/1/7,1321,1879,616,870,207,153,4,230,56,161
2005/1/8,31,17,17,15,2,5,0,1,0,2
2005/1/9,1,2,0,0,0,0,0,0,0,5
2005/1/10,946,1128,551,602,163,98,1,131,27,105
2005/1/11,1161,1281,685,798,104,107,5,173,34,100
2005/1/12,1076,1427,722,797,164,118,8,199,28,154
2005/1/13,1124,1217,836,826,187,103,4,226,43,124
2005/1/14,1201,1431,872,895,181,107,6,205,44,172
2005/1/15,31,27,16,21,6,0,1,8,0,1
2005/1/16,0,1,0,0,0,0,0,0,0,12
2005/1/17,845,978,618,613,142,64,6,134,28,110
2005/1/18,1134,1218,915,710,189,79,4,223,57,98
2005/1/19,1223,1469,968,864,197,86,9,208,40,97
2005/1/20,1149,1257,842,868,196,90,5,210,28,126
2005/1/21,1378,1311,983,939,186,101,7,236,139,153
2005/1/22,25,27,12,15,6,4,0,2,0,11
2005/1/23,0,1,1,0,0,0,0,0,0,0
2005/1/24,1061,983,715,567,158,91,7,174,29,96
2005/1/25,1093,1021,749,694,212,89,4,162,27,152
2005/1/26,1273,1180,787,812,177,115,4,244,48,103
2005/1/27,1255,1257,916,856,174,148,10,270,47,120
2005/1/28,1232,1303,952,913,152,154,3,237,30,170
2005/1/29,49,35,20,30,10,2,0,16,1,4
2005/1/30,0,0,0,0,0,0,0,0,0,0
2005/1/31,1475,1398,1449,947,232,164,5,228,37,164
2005/2/1,1539,1487,1155,862,282,214,3,260,40,152
2005/2/2,1509,1601,1227,1020,189,251,4,294,41,158
2005/2/3,1850,1616,1240,1080,306,307,6,307,38,162
2005/2/4,1763,1776,1259,1140,250,277,7,263,42,200
2005/2/5,4,1,0,1,0,0,0,0,0,0
2005/2/6,0,0,0,0,0,0,0,0,0,0
2005/2/7,9,5,2,2,1,0,0,0,0,0
2005/2/8,0,0,2,0,0,0,0,0,0,0
2005/2/9,404,371,258,209,80,44,3,47,12,47
2005/2/10,1368,1320,1003,767,222,146,6,218,22,169
2005/2/11,1796,1631,1346,841,218,185,7,246,29,181
2005/2/12,22,15,9,8,3,2,0,2,0,4
2005/2/13,2,0,1,0,0,0,0,0,0,0
2005/2/14,1451,1338,1278,734,159,125,2,174,20,173
2005/2/15,1398,1481,1226,725,173,174,3,226,23,160
2005/2/16,1482,1639,1431,858,220,176,0,225,22,154
2005/2/17,1534,1613,1428,918,228,169,1,200,44,157
2005/2/18,1726,1579,1520,896,196,227,8,212,32,173
2005/2/19,31,27,17,14,3,2,0,1,0,1
2005/2/20,5,0,0,0,0,1,0,0,0,0
2005/2/21,1163,1213,1017,614,154,124,3,142,17,182
2005/2/22,1586,1693,1673,741,171,194,2,245,25,151
2005/2/23,1599,1760,2181,833,222,187,5,275,28,181
2005/2/24,1622,1657,1069,882,186,145,1,239,36,192
2005/2/25,1897,1770,1297,970,195,218,0,274,50,175
2005/2/26,33,46,22,21,7,0,0,7,0,3
2005/2/27,6,4,5,3,0,0,0,1,0,0
2005/2/28,1330,1176,953,758,126,145,0,235,26,92
2005/3/1,1520,1543,1115,864,194,159,4,264,45,194
2005/3/2,1567,1662,1158,936,183,253,3,345,32,212
2005/3/3,1726,1522,1248,856,206,230,4,279,28,159
2005/3/4,1771,1558,1272,948,222,204,3,251,37,165
2005/3/5,56,28,18,14,4,3,1,5,0,1
2005/3/6,1,1,0,0,0,0,0,0,0,0
2005/3/7,1427,1364,979,678,237,131,7,180,33,168
2005/3/8,1578,1583,1331,751,204,199,6,218,25,220
2005/3/9,1492,1494,1281,792,152,218,5,206,31,155
2005/3/10,1574,1703,1742,869,196,232,5,229,41,169
2005/3/11,1517,1671,1681,818,212,222,5,219,70,211
2005/3/12,34,27,16,25,4,5,0,3,0,2
2005/3/13,0,0,0,0,0,0,0,0,0,0
2005/3/14,1197,1169,1423,686,170,176,4,153,37,130
2005/3/15,1545,1406,1730,755,194,205,1,205,42,132
2005/3/16,1481,1555,2455,700,234,207,1,224,60,175
2005/3/17,1623,1628,1388,892,192,240,6,257,54,178
2005/3/18,1563,1528,1159,809,180,231,6,234,30,177
2005/3/19,49,45,37,48,9,4,0,7,0,4
2005/3/20,0,0,0,0,0,0,0,0,0,0
2005/3/21,1352,1391,1163,772,153,170,1,258,41,216
2005/3/22,1472,1696,1385,861,211,201,4,279,26,166
2005/3/23,1939,2228,1750,1190,316,268,1,306,50,268
2005/3/24,735,969,723,538,113,132,1,137,14,73
2005/3/25,1,1,0,0,1,0,0,1,0,0
2005/3/26,1,0,1,0,1,0,0,0,0,0
2005/3/27,0,0,0,0,0,0,0,0,0,0
2005/3/28,1478,1305,970,671,151,173,5,202,32,111
2005/3/29,1711,1737,1963,892,200,232,5,304,50,168
2005/3/30,1778,1617,2009,941,185,244,2,260,42,210
2005/3/31,1814,1733,1996,1022,231,297,4,248,35,188
2005/4/1,1527,1459,1060,788,199,281,5,230,40,160
2005/4/2,61,27,21,16,1,3,0,4,1,3
2005/4/3,0,0,0,0,0,0,0,0,0,0
2005/4/4,1341,1198,1253,596,169,205,2,199,24,145
2005/4/5,1347,1359,1491,569,129,242,1,234,21,186
2005/4/6,1648,1544,1471,850,135,308,4,263,29,151
2005/4/7,1846,1510,1716,835,140,273,2,250,28,194
2005/4/8,1809,1519,1906,877,206,260,5,230,33,187
2005/4/9,36,19,39,16,7,3,0,10,0,8
2005/4/10,0,0,0,0,0,0,0,0,0,1
2005/4/11,1347,1184,1023,659,169,223,1,232,17,156
2005/4/12,1657,1331,1272,810,193,242,4,232,22,150
2005/4/13,1572,1377,1459,883,232,257,4,298,18,165
2005/4/14,1874,1380,1306,870,284,303,0,268,25,167
2005/4/15,1666,1398,1394,961,292,264,1,242,18,182
2005/4/16,31,18,22,14,6,6,0,0,0,1
2005/4/17,0,0,0,0,0,0,0,0,0,0
2005/4/18,1463,1144,1279,664,244,207,5,208,28,140
2005/4/19,1496,1533,1836,918,314,289,4,327,34,141
2005/4/20,2213,1807,1979,1108,336,308,9,344,57,153
2005/4/21,0,1,1,2,0,0,0,0,0,0
2005/4/22,393,327,292,256,67,77,0,63,8,33
2005/4/23,12,2,13,3,0,2,0,0,0,2
2005/4/24,0,0,0,0,0,0,0,0,0,0
2005/4/25,1498,1277,1257,729,211,168,2,255,23,105
2005/4/26,2036,1660,2036,1041,313,316,6,325,26,250
2005/4/27,1598,1595,1892,950,291,305,5,373,29,163
2005/4/28,2064,1638,1911,1011,240,279,5,306,31,182
2005/4/29,2122,1528,2736,1034,262,310,6,319,23,166
2005/4/30,18,13,17,20,1,2,0,3,0,1
2005/5/1,0,0,0,0,0,0,0,0,0,0
2005/5/2,1283,1036,1077,631,173,177,1,180,22,123
2005/5/3,1365,1419,1200,742,182,294,5,266,32,143
2005/5/4,2021,1563,1282,892,141,297,6,333,40,154
2005/5/5,1726,1483,1537,943,225,304,6,280,25,158
2005/5/6,1877,1448,1577,911,179,301,2,284,28,164
2005/5/7,26,23,41,20,4,2,0,4,0,1
2005/5/8,0,0,0,0,0,0,0,0,0,0
2005/5/9,1221,1160,1268,594,109,198,6,171,28,158
2005/5/10,1271,1227,1700,743,152,216,5,221,25,146
2005/5/11,1736,1583,1490,926,198,255,9,236,17,168
2005/5/12,1774,1366,1360,919,182,260,8,244,18,127
2005/5/13,1791,1454,1479,1002,222,289,6,203,25,142
2005/5/14,24,23,26,27,2,1,0,1,0,8
2005/5/15,9,1,2,5,0,0,0,0,0,0
2005/5/16,1442,1146,1204,659,113,195,9,159,18,120
2005/5/17,1551,1377,1570,762,131,227,8,199,18,158
2005/5/18,1896,1549,1557,778,148,266,2,226,31,173
2005/5/19,2039,1501,1662,788,183,275,3,206,23,169
2005/5/20,1624,1482,2206,782,209,321,3,197,30,171
2005/5/21,33,25,11,18,2,5,0,3,0,1
2005/5/22,0,2,0,0,0,0,0,0,0,0
2005/5/23,1325,1099,1041,656,152,207,3,175,25,155
2005/5/24,1936,1558,1758,835,213,319,9,277,53,155
2005/5/25,2070,2004,1986,1013,194,335,7,271,48,206
2005/5/26,32,12,31,10,4,1,0,0,1,1
2005/5/27,854,608,629,262,44,94,0,70,15,62
2005/5/28,13,9,22,11,0,2,0,3,1,1
2005/5/29,0,0,0,0,0,0,0,0,0,0
2005/5/30,1620,1502,1739,752,136,232,4,179,21,128
2005/5/31,2190,2068,3092,1347,260,349,6,345,37,161
2005/6/1,1881,1650,1468,942,173,248,5,240,20,176
2005/6/2,1882,1695,1027,975,156,294,3,261,15,181
2005/6/3,1809,1560,1122,968,188,281,3,229,27,162
2005/6/4,36,18,11,25,5,3,0,3,1,1
2005/6/5,0,0,0,0,0,0,0,0,0,0
2005/6/6,1424,1316,843,661,110,201,3,215,34,188
2005/6/7,1494,1513,1385,753,172,232,6,248,26,169
2005/6/8,1599,1410,1573,826,160,228,7,221,15,167
2005/6/9,1787,1506,1610,858,180,268,4,220,27,207
2005/6/10,1695,1529,1683,766,157,226,6,174,42,218
2005/6/11,23,10,16,11,9,0,0,4,0,1
2005/6/12,0,0,1,0,0,0,0,0,0,0
2005/6/13,1183,1253,1036,580,98,182,6,170,41,152
2005/6/14,1559,1316,1257,784,149,220,9,225,28,157
2005/6/15,1652,1529,1221,800,134,209,3,232,28,158
2005/6/16,1632,1567,1363,904,171,257,11,246,27,171
2005/6/17,1734,1502,1378,880,183,211,9,208,39,181
2005/6/18,34,21,9,30,5,2,0,2,0,1
2005/6/19,1,0,1,0,0,0,0,0,0,0
2005/6/20,1384,1054,1661,626,149,150,5,141,19,125
2005/6/21,1586,1338,1247,726,165,210,4,218,22,143
2005/6/22,1601,1540,1347,797,203,274,10,256,26,159
2005/6/23,1783,1582,1361,843,183,230,7,247,34,153
2005/6/24,1565,1386,1447,711,170,259,5,216,43,128
2005/6/25,20,24,15,10,4,1,1,1,0,6
2005/6/26,0,0,0,0,0,0,0,0,0,0
2005/6/27,1329,1266,1047,617,183,201,9,168,32,194
2005/6/28,1749,1483,1537,751,172,307,4,248,17,184
2005/6/29,1806,1391,1704,783,240,245,5,241,26,131
2005/6/30,2296,1838,2466,1093,295,329,10,279,34,187
2005/7/1,1734,1570,977,835,233,238,9,223,31,163
2005/7/2,39,25,15,32,4,4,0,6,2,1
2005/7/3,0,0,0,0,0,0,0,0,0,0
2005/7/4,1226,1108,822,624,147,194,3,161,27,117
2005/7/5,1733,1457,1027,700,194,215,8,224,28,194
2005/7/6,1541,1526,1141,804,173,247,6,258,32,156
2005/7/7,1787,1561,1250,820,167,228,8,225,29,157
2005/7/8,1877,1639,1529,834,212,257,13,226,12,166
2005/7/9,38,18,21,21,12,6,0,1,2,0
2005/7/10,0,0,1,0,0,1,0,0,0,0
2005/7/11,1390,1157,1152,575,183,161,7,154,14,174
2005/7/12,1750,1445,1663,675,199,263,1,203,35,175
2005/7/13,1521,1592,1158,710,157,228,3,233,32,149
2005/7/14,1621,1326,1384,751,172,237,8,208,30,127
2005/7/15,1746,1557,1493,819,191,237,9,180,23,226
2005/7/16,35,21,26,22,8,4,0,6,1,7
2005/7/17,0,0,0,0,0,0,0,0,0,0
2005/7/18,1559,1324,1105,585,122,151,6,154,25,140
2005/7/19,1516,1362,1421,589,140,226,7,205,24,158
2005/7/20,1537,1670,1967,706,151,219,5,203,30,210
2005/7/21,1711,1491,1097,890,172,222,2,200,37,145
2005/7/22,1602,1579,1376,882,153,291,6,220,32,200
2005/7/23,27,38,15,20,6,5,0,6,0,2
2005/7/24,5,1,0,0,0,0,0,0,0,0
2005/7/25,1447,1115,940,605,119,176,6,156,16,104
2005/7/26,1684,1390,1341,743,160,217,3,233,34,125
2005/7/27,1698,1459,1647,972,186,272,5,218,21,170
2005/7/28,1948,1553,1680,954,196,276,6,211,40,164
2005/7/29,2028,1752,2065,1114,257,332,7,267,33,152
2005/7/30,9,23,33,9,0,2,0,0,1,0
2005/7/31,1,0,1,0,0,3,0,0,0,0
2005/8/1,1421,1110,904,629,139,157,2,168,33,141
2005/8/2,1507,1412,1109,818,182,249,3,233,20,157
2005/8/3,1508,1461,1015,811,180,247,3,250,12,109
2005/8/4,1796,1812,1301,1026,197,249,7,259,23,197
2005/8/5,1511,1467,1492,921,204,300,4,206,21,189
2005/8/6,21,29,17,19,1,0,0,1,0,2
2005/8/7,1,0,0,0,0,0,0,0,0,0
2005/8/8,1267,1154,1323,660,159,212,3,145,23,123
2005/8/9,1296,1333,1355,786,207,227,3,174,22,154
2005/8/10,1443,1407,1572,827,153,270,6,215,28,194
2005/8/11,1601,1430,1334,955,175,275,4,204,16,176
2005/8/12,1628,1373,1237,1009,189,249,5,192,38,192
2005/8/13,33,26,26,17,3,4,0,2,0,0
2005/8/14,0,1,0,0,0,0,0,0,0,0
2005/8/15,1185,797,897,578,106,156,6,127,22,148
2005/8/16,1229,1010,1253,781,102,188,5,195,27,164
2005/8/17,1444,1224,1331,923,155,251,4,202,51,189
2005/8/18,2053,1282,1557,1084,140,285,8,238,19,160
2005/8/19,1709,1296,1845,1053,150,314,9,242,35,215
2005/8/20,29,18,32,22,3,6,0,4,1,2
2005/8/21,0,0,0,0,0,0,0,0,0,0
2005/8/22,1449,1050,879,771,113,205,5,157,19,145
2005/8/23,1596,1228,1433,894,145,232,5,212,20,187
2005/8/24,1711,1374,1436,916,138,295,8,224,29,151
2005/8/25,1851,1515,1516,973,187,309,9,235,32,196
2005/8/26,1912,1434,1491,1056,156,376,8,222,93,189
2005/8/27,26,26,20,32,2,1,0,7,0,2
2005/8/28,0,0,1,1,0,0,0,0,0,1
2005/8/29,1565,1229,1284,700,122,240,7,191,61,151
2005/8/30,1585,1503,1493,899,187,280,5,251,61,192
2005/8/31,2220,1751,1997,1136,199,334,5,295,28,164
2005/9/1,1580,1513,1403,902,170,299,6,235,34,182
2005/9/2,1692,1571,1284,944,166,342,3,243,28,184
2005/9/3,22,47,10,19,4,3,0,1,0,2
2005/9/4,1,1,2,0,0,0,0,0,0,0
2005/9/5,1410,1265,1178,813,157,268,4,188,27,152
2005/9/6,1571,1603,1657,896,195,343,7,243,32,187
2005/9/7,2,3,3,2,0,0,0,0,0,1
2005/9/8,1346,1389,1287,858,157,216,3,209,24,233
2005/9/9,1474,1452,1738,955,154,276,3,213,28,178
2005/9/10,29,22,19,27,2,1,0,3,1,0
2005/9/11,0,0,0,0,0,0,0,0,0,0
2005/9/12,1302,1175,1374,698,152,225,8,149,23,178
2005/9/13,1481,1419,1634,779,201,226,11,214,17,150
2005/9/14,1473,1388,1655,824,213,245,4,219,32,163
2005/9/15,1563,1308,1474,750,197,246,5,188,37,150
2005/9/16,1646,1324,1487,697,159,256,11,191,38,161
2005/9/17,18,25,19,13,4,4,0,5,0,1
2005/9/18,0,0,0,1,0,0,0,0,0,0
2005/9/19,792,794,898,397,126,155,2,129,20,74
2005/9/20,1542,1468,1871,686,180,229,4,213,26,150
2005/9/21,1564,1595,1412,800,166,272,9,257,19,192
2005/9/22,1559,1562,1332,871,189,267,8,221,25,153
2005/9/23,1795,1642,1606,843,230,273,7,205,31,164
2005/9/24,21,32,18,14,4,0,0,2,1,4
2005/9/25,0,0,0,0,0,0,0,0,0,0
2005/9/26,1302,1181,1271,663,166,226,4,164,28,147
2005/9/27,1494,1446,1545,697,137,292,7,223,62,135
2005/9/28,2061,1731,1854,837,169,287,11,235,54,129
2005/9/29,2057,1775,1756,869,213,310,3,315,89,177
2005/9/30,2396,2418,2358,1006,211,343,9,294,98,172
2005/10/1,43,45,8,24,10,5,0,8,2,3
2005/10/2,0,0,1,0,0,0,0,0,0,0
2005/10/3,1529,1218,946,664,111,211,3,210,36,120
2005/10/4,1590,1638,958,762,147,271,4,202,25,121
2005/10/5,1734,1842,1187,881,160,313,6,260,27,178
2005/10/6,1665,1927,1289,828,177,290,8,232,24,153
2005/10/7,1673,1808,1552,912,197,299,6,210,32,139
2005/10/8,46,39,50,25,12,12,0,10,0,1
2005/10/9,4,1,2,0,0,1,0,0,0,0
2005/10/10,1406,1415,1373,672,149,214,4,160,21,106
2005/10/11,1602,1757,1086,869,167,262,8,224,23,157
2005/10/12,9,5,0,6,1,0,0,0,1,1
2005/10/13,1404,1731,1263,798,202,253,5,230,20,141
2005/10/14,1552,1828,1436,883,242,287,6,228,29,154
2005/10/15,14,22,22,13,4,3,0,3,1,0
2005/10/16,0,0,0,0,0,0,0,0,0,0
2005/10/17,1178,1204,1051,660,172,199,3,178,15,118
2005/10/18,1464,1451,1952,752,208,212,6,201,18,170
2005/10/19,1890,1511,1754,828,373,234,5,239,15,141
2005/10/20,1869,1697,1879,792,349,284,6,265,20,182
2005/10/21,1665,1634,1403,829,378,278,9,218,22,146
2005/10/22,20,26,22,15,3,6,0,2,0,0
2005/10/23,5,1,0,3,1,1,0,0,1,0
2005/10/24,1171,1093,992,590,237,158,3,161,16,111
2005/10/25,1455,1327,1986,793,364,241,5,224,21,157
2005/10/26,1922,1448,1625,787,315,270,5,273,26,161
2005/10/27,2136,1828,2632,1060,390,365,13,316,33,199
2005/10/28,1112,594,714,406,197,143,1,97,11,95
2005/10/29,34,56,28,29,10,14,0,7,1,0
2005/10/30,0,0,0,0,0,0,0,0,0,0
2005/10/31,1575,1442,2991,891,314,268,14,276,21,77
2005/11/1,1359,1329,1214,684,197,270,8,216,20,109
2005/11/2,1,1,0,0,1,1,0,0,0,0
2005/11/3,2008,1759,2004,935,240,316,5,329,36,171
2005/11/4,2302,1835,2060,1168,311,442,13,357,28,205
2005/11/5,52,40,25,26,10,6,0,8,0,3
2005/11/6,0,0,0,1,0,0,0,0,0,0
2005/11/7,1758,1295,1467,794,220,286,9,208,29,99
2005/11/8,1713,1645,2665,942,266,289,8,229,24,127
2005/11/9,2050,1720,1858,920,252,319,12,268,21,140
2005/11/10,2364,1709,2666,1161,223,352,8,205,21,178
2005/11/11,2075,1771,1798,1161,234,314,10,256,20,269
2005/11/12,26,22,15,17,3,5,0,2,0,2
2005/11/13,0,0,0,0,0,0,0,0,0,0
2005/11/14,738,510,869,303,89,95,1,78,17,76
2005/11/15,2,5,4,4,0,0,0,0,0,1
2005/11/16,1564,1342,1333,770,212,211,2,161,23,131
2005/11/17,1795,1935,1955,1036,205,311,8,270,42,181
2005/11/18,2054,2144,2135,1168,257,367,17,288,67,211
2005/11/19,34,34,23,17,6,8,1,2,0,3
2005/11/20,0,0,0,0,0,0,0,0,0,0
2005/11/21,1359,1267,1588,732,153,224,6,183,31,116
2005/11/22,1641,1684,1528,875,167,229,7,190,126,133
2005/11/23,1635,1594,2022,950,202,307,8,268,32,186
2005/11/24,2117,1844,2157,1146,196,307,7,246,27,148
2005/11/25,1849,1754,2450,1086,163,327,14,253,35,162
2005/11/26,39,28,41,16,1,4,0,2,0,3
2005/11/27,0,0,1,0,0,0,0,0,0,0
2005/11/28,1459,1358,1573,835,158,238,9,184,26,137
2005/11/29,2288,1707,1998,1105,154,314,5,259,21,133
2005/11/30,2472,1991,3109,1450,176,402,14,383,57,246
2005/12/1,2093,1814,1468,1086,153,325,17,264,44,129
2005/12/2,2089,1873,1542,1166,162,401,21,264,39,205
2005/12/3,26,46,15,11,1,2,0,7,0,1
2005/12/4,0,0,0,0,0,0,0,0,0,0
2005/12/5,1341,1505,1214,793,125,242,11,208,21,162
2005/12/6,1733,1675,1448,1004,173,284,16,290,27,198
2005/12/7,2055,2124,1892,1139,195,338,13,318,37,211
2005/12/8,1554,1549,1435,856,124,232,14,197,20,103
2005/12/9,1856,2128,2081,1107,189,345,24,230,30,138
2005/12/10,30,63,31,16,7,6,0,11,0,5
2005/12/11,1,2,0,0,0,0,0,0,0,1
2005/12/12,1479,1714,1645,803,168,239,7,204,19,166
2005/12/13,1941,1971,1752,985,187,319,10,225,23,132
2005/12/14,2076,2067,1837,1055,188,321,11,239,25,167
2005/12/15,2099,2247,1916,1086,229,354,14,218,32,150
2005/12/16,2126,2172,2209,1178,250,317,15,257,43,165
2005/12/17,29,50,28,16,4,8,0,1,0,0
2005/12/18,0,0,1,0,0,0,0,0,0,0
2005/12/19,1734,1708,1731,954,165,271,11,242,22,143
2005/12/20,2166,2157,2420,1110,198,417,19,318,45,132
2005/12/21,2299,2523,2329,1373,231,444,18,325,41,144
2005/12/22,2572,2809,2808,1485,264,475,28,383,52,176
2005/12/23,1293,1132,1143,705,131,208,3,118,25,74
2005/12/24,3,8,2,0,0,2,0,0,0,0
2005/12/25,0,0,0,0,0,0,0,0,0,0
2005/12/26,1414,1589,1470,864,135,237,7,174,32,145
2005/12/27,2231,2482,2492,1234,177,416,18,336,29,135
2005/12/28,2469,2538,2393,1340,264,462,13,333,66,191
2005/12/29,2793,2487,2580,1401,208,417,11,319,105,137
2005/12/30,419,619,501,259,41,89,1,72,17,46
2005/12/31,0,4,4,1,0,1,0,0,0,0
2006/1/1,0,0,0,0,0,0,0,0,0,0
2006/1/2,624,650,478,342,33,89,3,66,9,53
2006/1/3,1439,1470,976,815,112,215,9,216,11,90
2006/1/4,1431,1870,1319,980,140,236,11,213,25,130
2006/1/5,1351,1999,1280,926,166,245,11,168,28,113
2006/1/6,1254,1860,1265,863,170,200,11,143,18,149
2006/1/7,14,32,15,16,3,1,0,4,0,2
2006/1/8,1,3,0,0,0,0,0,0,0,0
2006/1/9,963,1417,1036,634,104,201,10,146,12,81
2006/1/10,1138,1646,1501,748,148,227,2,144,17,125
2006/1/11,1126,1811,1210,765,118,213,9,213,17,153
2006/1/12,1307,1793,1180,841,146,233,14,222,26,154
2006/1/13,1210,1763,1382,797,205,221,12,155,33,159
2006/1/14,28,21,24,16,7,3,0,3,0,0
2006/1/15,0,0,0,0,0,0,0,0,0,0
2006/1/16,946,1378,994,566,132,142,11,146,17,154
2006/1/17,1129,1471,1224,676,147,206,6,153,32,138
2006/1/18,1184,1429,1399,770,136,218,5,177,22,149
2006/1/19,1260,1504,1465,793,196,171,12,187,29,139
2006/1/20,1193,1211,1446,799,118,184,14,162,30,87
2006/1/21,23,13,19,18,5,2,0,2,1,3
2006/1/22,0,0,0,0,0,0,0,0,0,0
2006/1/23,966,1095,1054,576,174,155,8,99,17,159
2006/1/24,1224,1476,1322,744,150,216,4,104,13,148
2006/1/25,1419,1455,1186,639,143,139,8,100,14,162
2006/1/26,1605,1473,1583,849,150,204,14,155,16,144
2006/1/27,1580,1523,1818,879,212,193,12,118,22,136
2006/1/28,36,19,13,52,4,3,0,0,0,0
2006/1/29,0,1,0,0,0,0,0,0,0,0
2006/1/30,1362,1277,1845,702,128,121,14,110,15,139
2006/1/31,1969,1609,2656,984,182,165,17,184,24,102
2006/2/1,1442,1457,1018,744,123,181,15,209,23,164
2006/2/2,1539,1543,1297,847,152,248,16,244,35,150
2006/2/3,1805,1595,1347,959,154,206,20,220,15,131
2006/2/4,26,30,18,28,2,3,0,4,0,1
2006/2/5,0,1,1,1,0,0,0,0,0,0
2006/2/6,1181,1277,929,707,119,163,10,194,6,109
2006/2/7,1645,1375,1553,698,152,178,12,220,16,142
2006/2/8,1503,1515,1377,786,186,180,9,241,18,192
2006/2/9,1664,1708,1560,837,181,191,18,222,32,189
2006/2/10,1770,1637,1537,990,158,210,19,182,23,237
2006/2/11,29,36,19,27,3,1,0,3,0,4
2006/2/12,0,0,0,0,0,0,0,0,0,0
2006/2/13,1334,1278,1089,622,145,123,23,161,11,147
2006/2/14,1371,1434,1272,731,156,157,11,165,21,163
2006/2/15,1694,1606,1647,902,201,193,19,162,23,148
2006/2/16,1742,1643,1636,907,249,182,12,213,17,187
2006/2/17,2139,1729,1670,927,267,174,13,172,28,121
2006/2/18,41,115,53,36,8,5,0,2,0,2
2006/2/19,0,1,0,0,0,0,0,0,0,0
2006/2/20,1521,1479,1421,719,152,159,9,147,27,151
2006/2/21,1760,1755,1595,865,201,186,17,219,23,136
2006/2/22,1900,2007,1665,994,269,248,27,196,22,194
2006/2/23,2174,2105,2143,1100,231,295,42,259,38,157
2006/2/24,2009,2032,2245,1030,281,278,24,264,28,210
2006/2/25,1,1,1,1,1,0,0,0,0,0
2006/2/26,0,0,0,0,0,0,0,0,0,0
2006/2/27,2,1,0,2,0,0,0,0,0,0
2006/2/28,0,0,3,0,0,0,0,0,0,0
2006/3/1,188,327,193,144,29,31,0,27,2,21
2006/3/2,1492,1381,1078,624,136,208,14,233,11,105
2006/3/3,1794,1741,1463,823,227,275,11,292,29,160
2006/3/4,19,25,14,19,9,6,0,2,0,1
2006/3/5,0,1,0,1,0,0,0,0,0,0
2006/3/6,1345,1370,1088,597,189,182,14,239,22,131
2006/3/7,1441,1696,1411,735,280,241,10,296,18,154
2006/3/8,1550,1690,1418,772,201,231,19,246,15,217
2006/3/9,1729,1856,1417,791,216,242,9,282,20,145
2006/3/10,1739,1734,1546,767,170,251,15,181,20,193
2006/3/11,48,40,31,23,15,7,0,5,0,8
2006/3/12,2,2,0,0,0,0,0,0,0,0
2006/3/13,1335,1470,1041,534,144,173,13,166,73,88
2006/3/14,1528,1684,1227,694,151,215,7,202,13,213
2006/3/15,1913,1822,1258,769,168,216,10,204,15,232
2006/3/16,1617,1809,1559,786,164,256,11,262,36,192
2006/3/17,1653,1656,1530,778,196,262,18,274,25,139
2006/3/18,36,41,26,24,5,5,0,2,0,1
2006/3/19,2,4,0,0,0,0,0,0,0,0
2006/3/20,1424,1323,1187,516,138,173,12,190,20,94
2006/3/21,1525,1634,1357,726,197,215,18,263,16,109
2006/3/22,1799,1569,1470,854,212,238,8,315,13,157
2006/3/23,1891,1677,1671,837,290,249,13,279,15,208
2006/3/24,1967,1772,1913,885,204,292,23,280,25,167
2006/3/25,32,39,50,15,4,2,0,4,0,0
2006/3/26,0,1,0,0,0,0,0,0,0,0
2006/3/27,1354,1433,1275,674,149,209,10,219,15,105
2006/3/28,1679,1784,1594,867,192,270,25,291,20,118
2006/3/29,1912,1995,1690,808,175,265,17,327,28,149
2006/3/30,1972,1964,1801,979,314,303,22,361,16,168
2006/3/31,2056,2142,2209,1042,215,325,16,336,48,104
2006/4/1,33,26,20,23,3,2,0,3,0,1
2006/4/2,0,1,0,0,0,0,0,0,0,0
2006/4/3,1258,1369,1019,559,146,195,10,207,17,118
2006/4/4,1696,1641,1350,789,188,295,18,278,15,133
2006/4/5,1715,1671,1251,835,158,312,23,316,18,152
2006/4/6,1862,2047,1479,846,166,329,17,298,26,140
2006/4/7,1749,1877,1566,944,231,318,14,262,36,232
2006/4/8,28,24,29,31,5,8,0,5,0,1
2006/4/9,0,2,0,1,0,0,0,0,0,0
2006/4/10,1495,1513,1394,682,156,210,16,226,11,125
2006/4/11,1771,1927,1490,905,222,321,24,262,18,161
2006/4/12,2295,2248,1803,1017,307,427,21,405,30,152
2006/4/13,894,925,879,464,182,198,15,167,13,86
2006/4/14,0,2,0,0,0,0,0,0,0,0
2006/4/15,1,1,0,1,1,0,0,0,0,0
2006/4/16,0,0,0,0,0,0,0,0,0,0
2006/4/17,1653,1507,1164,577,133,177,10,197,19,122
2006/4/18,1354,1335,1171,586,323,212,12,191,17,149
2006/4/19,2128,2197,1847,901,248,368,22,313,23,181
2006/4/20,1850,1890,1602,840,334,374,26,232,22,199
2006/4/21,3,9,1,3,0,0,0,0,0,0
2006/4/22,4,6,5,4,2,6,0,0,0,3
2006/4/23,0,0,0,0,0,0,0,0,0,0
2006/4/24,1307,1181,976,489,160,176,15,186,13,92
2006/4/25,1767,1707,1301,723,255,257,13,213,22,208
2006/4/26,1856,1759,1664,882,234,291,14,306,39,164
2006/4/27,2029,2126,2018,882,266,324,22,323,17,194
