date,Open,High,Low,Close,Volume
1993/1/29,24.54351732,24.54351732,24.42141027,24.52607346,1003200
1993/2/1,24.54351526,24.70051003,24.54351526,24.70051003,480500
1993/2/2,24.6830722,24.77029154,24.6307406,24.75284767,201300
1993/2/3,24.78772377,25.0319378,24.77027991,25.01449394,529400
1993/2/4,25.10171774,25.17149319,24.82261595,25.11916161,531500
1993/2/5,25.10172272,25.15405431,24.96217179,25.10172272,492100
1993/2/8,25.10172272,25.18894205,25.06683499,25.10172272,596100
1993/2/9,25.01451123,25.01451123,24.87496026,24.92729187,122100
1993/2/10,24.92728763,24.97961924,24.85751216,24.96217537,379600
1993/2/11,24.99705688,25.18893938,24.99705688,25.0842762,19500
1993/2/12,25.04939556,25.04939556,24.89240074,24.89240074,42500
1993/2/16,24.82262136,24.82262136,24.22952992,24.26441765,374800
1993/2/17,24.26442072,24.29930846,24.15975751,24.24697685,210900
1993/2/18,24.52608958,24.52608958,23.89811004,24.22954369,378100
1993/2/19,24.22953024,24.31674957,24.19464251,24.31674957,34900
1993/2/22,24.38652685,24.43885845,24.31675138,24.40397072,513600
1993/2/23,24.47373779,24.49118165,24.26441145,24.38651848,373700
1993/2/24,24.40396435,24.70051003,24.40396435,24.70051003,26300
1993/2/25,24.6830722,24.77029154,24.6307406,24.75284767,44500
1993/2/26,24.80517122,24.80517122,24.66562032,24.78772736,66200
1993/3/1,24.87495709,24.87495709,24.68307453,24.71796227,66500
1993/3/2,24.73539892,25.0842762,24.70051119,25.0842762,182400
1993/3/3,25.119176,25.20639536,25.08428826,25.18895149,280100
1993/3/4,25.22382753,25.22382753,25.04938889,25.04938889,89500
1993/3/5,25.08426212,25.18892525,24.96215514,24.979599,40000
1993/3/8,25.03196177,25.53783417,25.03196177,25.53783417,50800
1993/3/9,25.4855065,25.50295038,25.39828711,25.45061874,169300
1993/3/10,25.45059429,25.50292587,25.34593112,25.50292587,194400
1993/3/11,25.52038587,25.59016136,25.39827876,25.4331665,70900
1993/3/12,25.22381938,25.24126324,25.01449308,25.17148781,643600
1993/3/15,25.15406436,25.29361534,25.15406436,25.29361534,310800
1993/3/16,25.29361534,25.36339083,25.29361534,25.29361534,30800
1993/3/17,25.25872092,25.25872092,25.10172611,25.13661385,21800
1993/3/18,25.24128372,25.39827858,25.24128372,25.29361534,59300
1993/3/19,25.39553531,25.39553531,25.25532532,25.25532532,66900
1993/3/22,25.00996432,25.1677006,24.99243806,25.11512184,183400
1993/3/23,25.18521843,25.20274468,25.13263969,25.16769218,55200
1993/3/24,25.13263969,25.27284967,25.00995595,25.16769218,37200
1993/3/25,25.18521992,25.37800866,25.15016743,25.32542992,110100
1993/3/26,25.30791213,25.32543839,25.16770209,25.18522835,101500
1993/3/29,25.20274732,25.41306232,25.20274732,25.29037857,87100
1993/3/30,25.3254421,25.36049461,25.29038958,25.36049461,56000
1993/3/31,25.43059353,25.50069854,25.34296227,25.34296227,111600
1993/4/1,25.37800906,25.37800906,25.20274657,25.25532532,129500
1993/4/2,25.04500852,25.04500852,24.72953606,24.72953606,59400
1993/4/5,24.92233701,24.92233701,24.78212695,24.85223198,172200
1993/4/6,24.90481501,24.90481501,24.71202616,24.7821312,129700
1993/4/7,24.81717603,24.86975479,24.76459727,24.86975479,28000
1993/4/8,24.97490198,24.97490198,24.72953452,24.834692,180800
1993/4/12,25.08007082,25.2027546,25.04501831,25.18522835,348500
1993/4/13,25.16769179,25.32542802,25.15016554,25.23779678,146100
1993/4/14,25.25533565,25.27286191,25.18523063,25.20275688,119600
1993/4/15,25.18523063,25.25533565,25.09759934,25.20275688,148600
1993/4/16,25.22028314,25.25533565,25.16770437,25.20275688,47900
1993/4/19,25.2027355,25.27284047,25.08005181,25.09757805,157000
1993/4/20,25.06254009,25.09759259,24.81717256,24.97490883,279500
1993/4/21,25.02749103,25.02749103,24.887281,24.95738602,67900
1993/4/22,24.85222558,25.06254061,24.64191055,24.64191055,97700
1993/4/23,24.58933528,24.6594403,24.50170401,24.53675652,106000
1993/4/26,24.55428249,24.64191376,24.27386242,24.34396744,62600
1993/4/27,24.3089016,24.60684776,24.3089016,24.60684776,156800
1993/4/28,24.57180367,24.62438242,24.51922492,24.55427742,85900
1993/4/29,24.60686033,24.65943909,24.4666503,24.65943909,85000
1993/4/30,24.74707875,24.83471005,24.69449997,24.69449997,88500
1993/5/3,24.72954818,24.85223198,24.62439064,24.85223198,80500
1993/5/4,24.90479355,25.02747726,24.86974106,24.93984604,149100
1993/5/5,24.93985897,25.09759526,24.93985897,25.00996399,109000
1993/5/6,24.97491726,24.99244352,24.90481223,24.92233849,54700
1993/5/7,24.93985981,24.93985981,24.83470228,24.86975479,68000
1993/5/10,24.90481223,25.06254855,24.90481223,24.92233849,113900
1993/5/11,24.92233309,25.02749062,24.85222808,25.02749062,42600
1993/5/12,24.92232284,25.00995407,24.92232284,24.99242783,31000
1993/5/13,24.88728883,24.88728883,24.67697371,24.69449997,129100
1993/5/14,24.69449769,24.76460273,24.65944518,24.67697144,63500
1993/5/17,24.74706878,24.76459503,24.64191126,24.76459503,34000
1993/5/18,24.78210372,24.79962996,24.65942004,24.74705124,105200
1993/5/19,24.74706409,25.25532532,24.58932784,25.25532532,50200
1993/5/20,25.25532492,25.32542992,25.20274617,25.32542992,98200
1993/5/21,25.34294543,25.37799792,25.08005181,25.09757805,221400
1993/5/24,25.15017811,25.29038816,25.15017811,25.20275688,30500
1993/5/25,25.30790407,25.30790407,25.25532532,25.25532532,191800
1993/5/26,25.32545404,25.58834803,25.30792778,25.57082176,102400
1993/5/27,25.60586481,25.60586481,25.44812848,25.483181,53800
1993/5/28,25.46565216,25.46565216,25.23781081,25.36049461,79100
1993/6/1,25.44811587,25.69348338,25.41306337,25.60585213,28300
1993/6/2,25.53576923,25.65845309,25.43061164,25.57082176,20300
1993/6/3,25.51823352,25.51823352,25.43060222,25.483181,21600
1993/6/4,25.4130684,25.4130684,25.29038462,25.39554214,32000
1993/6/7,25.44813821,25.44813821,25.30792809,25.30792809,121400
1993/6/8,25.23780871,25.23780871,25.0800724,25.0800724,104500
1993/6/9,25.16769218,25.27284967,25.13263969,25.16769218,43300
1993/6/10,25.15017584,25.2027546,25.09759707,25.18522835,17900
1993/6/11,25.27285232,25.32543107,25.18522107,25.29037857,647400
1993/6/14,25.32543031,25.34295656,25.25532532,25.25532532,64200
1993/6/15,25.29038816,25.30791442,25.20275688,25.20275688,142400
1993/6/16,25.20274657,25.25532532,25.13264157,25.25532532,330900
1993/6/17,25.30790976,25.34296227,25.255331,25.34296227,37400
1993/6/18,25.32841143,25.32841143,25.13425636,25.13425636,58500
1993/6/21,25.20486436,25.20486436,25.15191297,25.1872139,29300
1993/6/22,25.22251115,25.22251115,25.16955976,25.20486069,137500
1993/6/23,25.2048569,25.2048569,24.97540092,24.97540092,227600
1993/6/24,25.04600359,25.3107605,25.04600359,25.3107605,243700
1993/6/25,25.29311371,25.36371556,25.27546325,25.29311371,44800
1993/6/28,25.41667488,25.5755291,25.38137394,25.5755291,439900
1993/6/29,25.54022338,25.54022338,25.41667012,25.45197105,207500
1993/6/30,25.48727198,25.54022338,25.41667012,25.45197105,437600
1993/7/1,25.48727143,25.48727143,25.34606771,25.38136864,605700
1993/7/2,25.2931152,25.31076566,25.15191148,25.2401638,285400
1993/7/6,25.2048569,25.27545874,24.9401,24.97540092,246400
1993/7/7,24.95775674,25.08130999,24.95775674,25.04600906,343700
1993/7/8,25.06365797,25.38136631,25.02835704,25.32841492,248200
1993/7/9,25.32841167,25.39901352,25.27546029,25.39901352,378200
1993/7/12,25.36371817,25.3990191,25.32841724,25.38136864,373700
1993/7/13,25.39902278,25.46962465,25.22251811,25.36372185,389600
1993/7/14,25.38136919,25.52257292,25.36371873,25.45197105,617300
1993/7/15,25.43432358,25.43432358,25.29311984,25.34607124,443800
1993/7/16,25.36370202,25.38135248,25.24014885,25.27544975,216400
1993/7/19,25.27547251,25.27547251,25.18722016,25.25782204,188200
1993/7/20,25.2401626,25.32841492,25.11660936,25.32841492,68500
1993/7/21,25.29311004,25.3107605,25.2225082,25.3107605,142700
1993/7/22,25.27546005,25.31076097,25.13425636,25.13425636,632400
1993/7/23,25.18722016,25.25782204,25.16956969,25.25782204,286200
1993/7/26,25.32841167,25.4519649,25.32841167,25.39901352,121300
1993/7/27,25.41666957,25.43432003,25.29311631,25.38136864,92800
1993/7/28,25.32841492,25.38136631,25.29311399,25.32841492,30800
1993/7/29,25.38136743,25.54022161,25.3460665,25.46961975,331000
1993/7/30,25.46961862,25.46961862,25.29311399,25.32841492,75300
1993/8/2,25.3637126,25.48726582,25.3637126,25.39901352,41300
1993/8/3,25.45196505,25.52256689,25.32841182,25.41666412,81600
1993/8/4,25.41666412,25.46961551,25.34606228,25.41666412,434000
1993/8/5,25.41667325,25.41667325,25.32842091,25.36372185,36800
1993/8/6,25.43431444,25.4519649,25.3637126,25.39901352,402300
1993/8/9,25.46962792,25.61083168,25.41667651,25.5402298,828200
1993/8/10,25.52256966,25.54022012,25.48726873,25.52256966,604900
1993/8/11,25.50491919,25.59317151,25.50491919,25.52256966,542200
1993/8/12,25.59317478,25.59317478,25.36371873,25.45197105,303700
1993/8/13,25.46964086,25.50494181,25.46964086,25.48729134,103500
1993/8/16,25.50492004,25.69907514,25.50492004,25.62847328,241800
1993/8/17,25.61082542,25.71672821,25.61082542,25.71672821,369300
1993/8/18,25.80497213,25.91087489,25.78732167,25.85792351,414300
1993/8/19,25.87557397,25.87557397,25.82262259,25.85792351,28500
1993/8/20,25.80497417,25.87557602,25.78732371,25.87557602,80700
1993/8/23,25.76968234,25.84028421,25.76968234,25.82263374,15600
1993/8/24,25.82263025,26.10503769,25.82263025,26.10503769,273400
1993/8/25,26.10504926,26.22860257,26.06974832,26.12269974,242300
1993/8/26,26.1403389,26.28154262,26.03443611,26.1403389,120000
1993/8/27,26.06974832,26.12269974,26.06974832,26.12269974,25700
1993/8/30,26.1403491,26.2639024,26.1403491,26.22860146,183500
1993/8/31,26.2109382,26.29919052,26.17563728,26.29919052,66500
1993/9/1,26.21093412,26.31683688,26.21093412,26.2638855,136500
1993/9/2,26.28152375,26.31682465,26.15797058,26.17562103,472400
1993/9/3,26.15798978,26.22859164,26.12268885,26.19329071,630500
1993/9/7,26.19330083,26.22860178,25.98149517,26.01679611,196400
1993/9/8,26.01679354,26.01679354,25.75203648,25.92854118,269900
1993/9/9,25.82262549,25.99913011,25.82262549,25.98147964,239200
1993/9/10,26.05207954,26.22858415,26.01677862,26.21093369,106500
1993/9/13,26.29920334,26.29920334,26.22860146,26.22860146,66900
1993/9/14,26.15800068,26.15800068,26.03444737,26.12269974,184500
1993/9/15,26.01678606,26.21094118,25.92853373,26.19329071,101000
1993/9/16,26.15799086,26.17564132,26.06973853,26.08738899,54300
1993/9/17,26.07233081,26.09009125,26.00128903,26.03680992,200900
1993/9/20,26.0723386,26.12561995,25.82369232,25.82369232,57800
1993/9/21,25.85919971,25.89472059,25.46847004,25.73487663,318200
1993/9/22,25.82367879,25.98352274,25.78815791,25.94800186,439700
1993/9/23,26.01904803,26.10785024,25.98352714,26.0900898,88500
1993/9/24,26.05456003,26.07232046,25.98351828,26.01903915,53500
1993/9/27,26.21440141,26.30320358,26.21440141,26.30320358,274600
1993/9/28,26.32097119,26.32097119,26.23216899,26.24992943,158300
1993/9/29,26.24993503,26.3209768,26.12561193,26.16113281,221000
1993/9/30,26.16113045,26.21441177,26.0545678,26.10784912,99300
1993/10/1,26.07232235,26.26768717,26.03680148,26.23216629,22700
1993/10/4,26.26769257,26.26769257,26.1966508,26.26769257,1038500
1993/10/5,26.32096848,26.32096848,26.1433641,26.23216629,436500
1993/10/6,26.2499393,26.35650198,26.21441841,26.21441841,209200
1993/10/7,26.24992658,26.24992658,26.12560352,26.14336395,59400
1993/10/8,26.21441111,26.23217155,25.98352538,26.17889023,54400
1993/10/11,26.23216629,26.2854476,26.23216629,26.23216629,467100
1993/10/12,26.26769257,26.28545301,26.24993212,26.26769257,26200
1993/10/13,26.28545301,26.28545301,26.23217168,26.26769257,139100
1993/10/14,26.37424361,26.60512924,26.30320187,26.60512924,108100
1993/10/15,26.72945102,26.80049275,26.65840929,26.74721146,1502500
1993/10/18,26.72945738,26.72945738,26.6406552,26.67617607,722400
1993/10/19,26.64065025,26.69393155,26.48080635,26.48080635,880100
1993/10/20,26.56962158,26.56962158,26.46305893,26.51634026,230400
1993/10/21,26.53408765,26.53408765,26.44528548,26.48080635,56200
1993/10/22,26.51633312,26.62289574,26.35648918,26.35648918,390700
1993/10/25,26.3742604,26.46306262,26.30321862,26.42754173,114500
1993/10/26,26.40976906,26.42752949,26.32096688,26.40976906,186200
1993/10/27,26.3742604,26.44530218,26.3742604,26.42754173,118400
1993/10/28,26.46305225,26.69393795,26.46305225,26.62289619,129600
1993/10/29,26.60513576,26.64065663,26.58737532,26.62289619,80700
1993/11/1,26.58737278,26.71169583,26.58737278,26.69393539,36400
1993/11/2,26.65841563,26.71169694,26.51633214,26.67617607,262100
1993/11/3,26.65842161,26.65842161,26.21441059,26.33873367,479100
1993/11/4,26.33872476,26.33872476,26.03679737,26.0545578,130400
1993/11/5,25.98352538,26.17889023,25.87696273,26.17889023,363200
1993/11/8,26.19665797,26.2854602,26.12561618,26.21441841,367600
1993/11/9,26.39201023,26.40977067,26.21440585,26.23216629,246900
1993/11/10,26.23217684,26.42754173,26.16113506,26.42754173,46500
1993/11/11,26.42753093,26.49857268,26.33872874,26.35648918,88900
1993/11/12,26.40976462,26.56960852,26.39200418,26.48080635,108200
1993/11/15,26.53409068,26.53409068,26.39200719,26.46304893,243300
1993/11/16,26.51633199,26.60513417,26.40976937,26.58737373,492600
1993/11/17,26.60512778,26.60512778,26.37424216,26.44528389,39600
1993/11/18,26.4097732,26.46305452,26.30321056,26.37425232,240800
1993/11/19,26.28545537,26.35649714,26.26769493,26.32097626,106000
1993/11/22,26.24993503,26.26769547,26.0723306,26.16113281,165300
1993/11/23,26.30320358,26.32096402,26.16112011,26.30320358,89700
1993/11/24,26.37424819,26.42752949,26.33872731,26.40976906,77200
1993/11/26,26.48082307,26.48082307,26.40978129,26.42754173,1019800
1993/11/29,26.49858069,26.55186201,26.32097626,26.32097626,517500
1993/11/30,26.30321279,26.46305676,26.28545235,26.33873367,230000
1993/12/1,26.48081495,26.49857539,26.37425232,26.37425232,379200
1993/12/2,26.42752346,26.46304432,26.37424216,26.44528389,352000
1993/12/3,26.42753582,26.5518589,26.42753582,26.5518589,306000
1993/12/6,26.5873704,26.67617257,26.5873704,26.6406517,99500
1993/12/7,26.64065663,26.65841707,26.58737532,26.62289619,88800
1993/12/8,26.62289619,26.62289619,26.58737532,26.62289619,146700
1993/12/9,26.62288648,26.65840734,26.49856346,26.53408432,416500
1993/12/10,26.55184808,26.55184808,26.42752505,26.48080635,412900
1993/12/13,26.48080779,26.6406517,26.44528692,26.6406517,273200
1993/12/14,26.65840908,26.65840908,26.44528389,26.44528389,41900
1993/12/15,26.4808108,26.49857124,26.40976906,26.40976906,82600
1993/12/16,26.51632802,26.51632802,26.46304671,26.49856758,78200
1993/12/17,26.5547855,26.66207757,26.53690349,26.64419556,104700
1993/12/20,26.62632945,26.69785753,26.60844743,26.67997551,68800
1993/12/21,26.64420888,26.64420888,26.55479878,26.59056282,205700
1993/12/22,26.66209226,26.7872664,26.6084462,26.76938438,410300
1993/12/23,26.75148392,26.80512994,26.7157199,26.75148392,533800
1993/12/27,26.75149231,26.89454842,26.75149231,26.89454842,447100
1993/12/28,26.87665694,26.96606697,26.85877493,26.94818497,880600
1993/12/29,26.96607967,26.98396169,26.89455161,26.91243362,266700
1993/12/30,26.8945611,26.8945611,26.75150492,26.80515099,219900
1993/12/31,26.85879251,26.89455655,26.64420828,26.6620903,312900
1994/1/3,26.6620909,26.69785494,26.55479878,26.59056282,960900
1994/1/4,26.62631931,26.69784737,26.59055528,26.69784737,164300
1994/1/5,26.73360191,26.76936593,26.62630986,26.75148392,710900
1994/1/6,26.78724793,26.80512994,26.7157199,26.75148392,201000
1994/1/7,26.80514153,26.93031564,26.73361347,26.91243362,775500
1994/1/10,26.94820545,27.23431778,26.87667736,27.23431778,593700
1994/1/11,27.21643764,27.21643764,27.09126349,27.1806736,295200
1994/1/12,27.19855686,27.19855686,27.00185461,27.09126472,158400
1994/1/13,27.01973724,27.07338331,26.9839732,27.01973724,244300
1994/1/14,27.10913024,27.18065829,27.10913024,27.12701225,137200
1994/1/17,27.12701225,27.16277628,27.07336622,27.12701225,17700
1994/1/18,27.16278648,27.19855052,27.10914043,27.16278648,166400
1994/1/19,27.12702877,27.16279282,27.03761866,27.09126472,200800
1994/1/20,27.12702245,27.1806685,27.10914043,27.16278648,281100
1994/1/21,27.19853709,27.19853709,27.09124503,27.10912704,85600
1994/1/24,27.09127362,27.21644783,27.00186348,27.00186348,373800
1994/1/25,27.01974551,27.03762754,26.94821739,27.00186348,310400
1994/1/26,27.00183812,27.09124818,26.96607409,27.07336617,145100
1994/1/27,27.12702065,27.35948687,27.09125661,27.32372284,344500
1994/1/28,27.43101054,27.48465658,27.39524651,27.39524651,356500
1994/1/31,27.5025584,27.64561462,27.46679434,27.59196854,313800
1994/2/1,27.55619617,27.55619617,27.41313999,27.44890404,303600
1994/2/2,27.53830028,27.62771034,27.52041826,27.62771034,307600
1994/2/3,27.57406865,27.57406865,27.41313051,27.50254059,466100
1994/2/4,27.50255313,27.53831717,26.87668228,26.87668228,1403200
1994/2/7,26.80516116,27.07339159,26.80516116,27.00186348,516400
1994/2/8,27.05550129,27.05550129,26.9124451,27.01973724,188200
1994/2/9,27.03760219,27.14489426,27.00183817,27.12701225,144600
1994/2/10,27.10913258,27.12701459,26.89454842,26.89454842,883900
1994/2/11,26.91245016,27.05550638,26.78727598,26.98397827,519400
1994/2/14,26.93032713,27.10914736,26.89456308,27.01973724,2742100
1994/2/15,27.07337639,27.1806685,27.03761235,27.16278648,374700
1994/2/16,27.19854733,27.19854733,27.09125523,27.14490128,287600
1994/2/17,27.2700907,27.28797273,26.91245016,26.98397827,342400
1994/2/18,27.00184491,27.01972693,26.75149668,26.82302475,313300
1994/2/22,26.89456247,27.09126472,26.89456247,27.09126472,154500
1994/2/23,27.12702938,27.14491141,26.93032713,27.01973724,391700
1994/2/24,26.93032059,26.93032059,26.64420828,26.6620903,770800
1994/2/25,26.69784427,26.78725433,26.64419824,26.78725433,531300
1994/2/28,26.85878238,26.93031043,26.78725433,26.78725433,333000
1994/3/1,26.78726764,26.8409137,26.53691934,26.67997551,423600
1994/3/2,26.34021023,26.71573257,26.26868216,26.71573257,581500
1994/3/3,26.67995958,26.67995958,26.57266751,26.64419556,223200
1994/3/4,26.64420451,26.78726064,26.55479443,26.71573257,595800
1994/3/7,26.8051472,26.8945573,26.8051472,26.85879326,539800
1994/3/8,26.87665797,26.87665797,26.7157199,26.75148392,880300
1994/3/9,26.78727216,26.89456431,26.66209799,26.87668228,2500100
1994/3/10,26.85879251,26.85879251,26.57268021,26.6620903,207400
1994/3/11,26.69785885,26.84091503,26.55480268,26.80515099,576600
1994/3/14,26.91242465,26.91242465,26.80513259,26.84089661,345900
1994/3/15,26.89455282,26.94819887,26.80514273,26.82302475,748600
1994/3/16,26.85878325,27.03760338,26.76937319,27.03760338,455500
1994/3/17,26.94819331,27.0733674,26.94819331,27.03760338,133000
1994/3/18,26.90582108,27.06768765,26.8878359,27.0317173,365500
1994/3/21,26.94179075,27.01373145,26.88783523,26.95977592,324800
1994/3/22,26.9597766,27.08567282,26.90582108,27.0317173,435700
1994/3/23,27.01372147,27.08566214,26.9957363,27.01372147,698500
1994/3/24,26.90579957,26.95975505,26.56408152,26.68997765,1200500
1994/3/25,26.70798333,26.77992402,26.43820572,26.43820572,100900
1994/3/28,26.47417641,26.51014676,26.24036914,26.47417641,1117200
1994/3/29,26.47418209,26.49216726,25.95261192,25.95261192,338400
1994/3/30,25.97058019,26.04252085,25.59289169,25.59289169,1123900
1994/3/31,25.59290572,25.71880195,25.05335043,25.66484642,788800
1994/4/4,24.94541502,25.34108851,24.94541502,25.26914787,2627300
1994/4/5,25.5209539,25.79073143,25.5209539,25.79073143,1179000
1994/4/6,25.82670177,25.84468694,25.61087975,25.79073143,516500
1994/4/7,25.77275223,25.97058912,25.62887085,25.91663361,666100
1994/4/8,25.86267907,25.86267907,25.59290147,25.71879768,242400
1994/4/11,25.79073369,25.93461504,25.72778559,25.82670403,203300
1994/4/12,25.85367952,25.89864244,25.73677592,25.79073143,1409200
1994/4/13,25.78174375,25.84469185,25.46700325,25.65584755,364100
1994/4/14,25.61089089,25.79973524,25.55693536,25.66484642,419900
1994/4/15,25.65585383,25.77275748,25.61988348,25.66484642,387300
1994/4/18,25.69182498,25.76376569,25.41305474,25.49398804,369100
1994/4/19,25.46699538,25.62886188,25.31412147,25.52994347,472200
1994/4/20,25.55692907,25.61987717,25.36808477,25.50297356,508000
1994/4/21,25.61088877,25.88066639,25.5209629,25.84469604,200300
1994/4/22,25.9076195,25.92560466,25.74575308,25.81769371,301800
1994/4/25,25.80872748,26.10548289,25.80872748,26.08749771,394600
1994/4/26,26.05152949,26.09649243,26.00656655,26.06052208,399000
1994/4/28,26.00655089,26.04252122,25.79072889,25.87166214,287000
1994/4/29,25.82671568,25.98858228,25.79074532,25.95261192,481900
1994/5/2,25.95261246,26.31231603,25.86268657,26.11447906,275000
1994/5/3,26.12346806,26.13246065,25.93462372,26.08749771,183400
1994/5/4,26.14144468,26.14144468,25.94360781,26.04252625,401900
1994/5/5,26.0695113,26.11447424,26.00656319,26.00656319,659800
1994/5/6,25.88065884,25.88065884,25.6648368,25.75476265,216300
1994/5/9,25.68281738,25.75475804,25.48498055,25.52994347,499300
1994/5/10,25.65584443,25.80871837,25.63785926,25.72778511,583400
1994/5/11,25.70081757,25.73678792,25.42204733,25.49398804,210600
1994/5/12,25.6558472,25.68282496,25.55692876,25.61987686,305200
1994/5/13,25.69181755,25.69181755,25.49398066,25.61987686,321300
1994/5/16,25.67382148,25.75475471,25.61986598,25.62885857,450400
1994/5/17,25.64685968,26.00656319,25.61088933,26.00656319,470200
1994/5/18,26.02453923,26.29431676,25.90763563,26.19539833,824800
1994/5/19,26.14145636,26.39324885,26.14145636,26.32130814,531000
1994/5/20,26.27632564,26.29431081,26.18639982,26.22237015,370400
1994/5/23,26.19539529,26.20438788,26.09647688,26.17741013,262700
1994/5/24,26.24936519,26.38425401,26.24936519,26.28533554,549600
1994/5/25,26.18640826,26.37525255,26.09648241,26.35726738,738200
1994/5/26,26.34827402,26.43819986,26.32129626,26.37525177,369600
1994/5/27,26.33028292,26.40222359,26.28532001,26.40222359,162000
1994/5/31,26.32129379,26.42021222,26.27633087,26.36625671,160000
1994/6/1,26.30331023,26.48316193,26.22237697,26.48316193,200500
1994/6/2,26.50114158,26.50114158,26.41121575,26.45617867,55100
1994/6/3,26.4741734,26.69898806,26.39324013,26.60906219,550400
1994/6/6,26.66302288,26.74395617,26.58208959,26.60007477,99300
1994/6/7,26.55510387,26.60006679,26.49215577,26.56409645,120600
1994/6/8,26.62704244,26.62704244,26.34827232,26.34827232,131900
1994/6/9,26.46518494,26.4921627,26.41122942,26.4921627,80500
1994/6/10,26.51913946,26.59108016,26.51913946,26.53712463,83100
1994/6/13,26.50114892,26.58208218,26.49215633,26.5730896,109700
1994/6/14,26.65402817,26.78891698,26.65402817,26.77992439,161000
1994/6/15,26.78890063,26.79789321,26.65401191,26.67199707,142800
1994/6/16,26.67200047,26.74394113,26.64502272,26.72595596,44000
1994/6/17,26.73973425,26.76689038,26.54058931,26.57679749,403800
1994/6/20,26.38669109,26.43195128,26.32332683,26.35048294,137400
1994/6/21,26.33237862,26.33237862,26.01555729,26.12418175,139200
1994/6/22,26.19659496,26.31427144,26.16943885,26.22375107,279900
1994/6/23,26.26901291,26.30522106,26.03365994,26.06986809,922500
1994/6/24,25.94315212,25.94315212,25.49055003,25.52675819,353800
1994/6/27,25.62632695,25.97030449,25.49959838,25.97030449,371200
1994/6/28,25.97935129,25.97935129,25.63537382,25.84357071,5382300
1994/6/29,25.87976577,26.07891052,25.85260967,25.92502594,311800
1994/6/30,25.97029902,25.97935106,25.67158174,25.76210213,271900
1994/7/1,25.8888321,25.8888321,25.70779132,25.81641579,406900
1994/7/5,25.87071066,25.98838709,25.78924236,25.95217896,112000
1994/7/6,25.85262845,25.96125294,25.76210804,25.91599274,174800
1994/7/7,25.91597846,26.02460289,25.88882235,26.02460289,66700
1994/7/8,25.86168686,26.06083181,25.85263482,26.01557159,148400
1994/7/11,26.03365035,26.07891052,25.79829746,25.92502594,124000
1994/7/12,25.93409419,25.97030235,25.78926155,25.96125031,257300
1994/7/13,25.97030734,26.08798388,25.97030734,26.0065155,532700
1994/7/14,26.13323805,26.34143496,26.11513398,26.28712273,494200
1994/7/15,26.26901888,26.35048724,26.25996684,26.296175,49100
